customer_id,age,gender,income,region,signup_date,preferred_category
CUST_00194,31,M,21288,South,2022-01-15,Electronics
CUST_00195,72,F,34314,West,2022-01-20,Food & Beverage
CUST_00196,71,Other,26525,West,2022-09-28,Home & Garden
CUST_00197,55,M,38868,South,2022-11-06,Home & Garden
CUST_00198,60,F,69276,Central,2022-10-23,Beauty
CUST_00199,39,M,42720,Central,2022-01-20,Home & Garden
CUST_00200,23,F,46187,North,2022-09-06,Food & Beverage
CUST_00201,43,F,60378,West,2022-01-02,Home & Garden
CUST_00202,32,Other,64423,Central,2022-09-28,Sports
CUST_00203,61,M,46767,West,2022-06-10,Clothing
CUST_00204,52,F,34188,West,2022-09-26,Home & Garden
CUST_00205,41,M,87219,West,2022-12-08,Food & Beverage
CUST_00206,62,Other,46895,West,2022-12-08,Beauty
CUST_00207,58,M,48790,West,2022-08-25,Clothing
CUST_00208,24,Other,51202,Central,2022-04-20,Electronics
CUST_00209,67,F,66591,Central,2022-03-17,Sports
CUST_00210,56,Other,25112,North,2022-05-17,Electronics
CUST_00211,42,Other,96054,West,2022-11-19,Clothing
CUST_00212,54,F,48253,South,2022-04-29,Electronics
CUST_00213,48,F,67305,West,2022-02-24,Food & Beverage
CUST_00214,28,M,29584,West,2023-02-04,Food & Beverage
CUST_00215,59,F,58288,West,2022-08-27,Food & Beverage
CUST_00216,46,F,91957,East,2023-01-02,Electronics
CUST_00217,37,F,88358,North,2022-02-23,Beauty
CUST_00218,22,Other,66745,North,2022-01-27,Food & Beverage
CUST_00219,49,M,37619,North,2022-01-08,Beauty
CUST_00220,72,M,79250,North,2022-09-11,Clothing
CUST_00221,43,M,21161,North,2022-06-18,Sports
CUST_00222,72,M,36952,South,2022-10-28,Clothing
CUST_00223,73,F,53368,North,2022-04-24,Sports
CUST_00224,40,M,22687,West,2022-04-05,Beauty
CUST_00225,68,F,44546,East,2022-12-30,Clothing
CUST_00226,74,Other,70697,Central,2022-10-24,Beauty
CUST_00227,53,Other,40723,North,2022-09-19,Clothing
CUST_00228,66,F,71716,North,2022-04-07,Sports
CUST_00229,28,M,102652,East,2022-03-04,Sports
CUST_00230,21,Other,62754,West,2022-08-13,Home & Garden
CUST_00231,51,Other,71336,South,2022-11-10,Electronics
CUST_00232,67,Other,80035,South,2022-07-10,Electronics
CUST_00233,51,Other,46292,East,2022-09-27,Beauty
CUST_00234,44,Other,70816,North,2022-03-16,Sports
CUST_00235,36,M,45823,East,2022-02-10,Sports
CUST_00236,36,F,61282,East,2023-01-18,Electronics
CUST_00237,71,Other,74041,East,2022-06-23,Electronics
CUST_00238,71,F,38466,West,2023-01-19,Electronics
CUST_00239,34,F,15000,East,2022-01-17,Beauty
CUST_00240,50,F,36697,South,2022-01-27,Home & Garden
CUST_00241,33,M,77259,Central,2022-07-26,Beauty
CUST_00242,20,F,34384,Central,2022-01-21,Sports
CUST_00243,54,F,75983,West,2022-06-03,Home & Garden
CUST_00244,69,Other,36789,Central,2022-10-07,Food & Beverage
CUST_00245,73,F,50569,South,2022-05-01,Electronics
CUST_00246,31,F,54727,West,2022-06-16,Clothing
CUST_00247,34,F,34298,Central,2022-02-14,Sports
CUST_00248,27,Other,50786,West,2022-01-01,Food & Beverage
CUST_00249,33,M,23730,West,2022-07-15,Food & Beverage
CUST_00250,41,M,47981,West,2022-06-22,Clothing
CUST_00251,44,F,53076,East,2022-12-03,Food & Beverage
CUST_00252,31,F,15000,Central,2022-05-09,Beauty
CUST_00253,70,F,36542,Central,2022-07-11,Electronics
CUST_00254,37,Other,60652,South,2022-04-02,Electronics
CUST_00255,32,M,32197,West,2023-01-08,Home & Garden
CUST_00256,46,Other,63956,South,2022-07-04,Beauty
CUST_00257,28,F,65975,West,2022-03-02,Home & Garden
CUST_00258,36,M,60563,North,2022-02-25,Food & Beverage
CUST_00259,23,M,70555,West,2022-01-04,Beauty
CUST_00260,64,M,22603,East,2022-01-13,Beauty
CUST_00261,58,Other,75035,East,2022-09-06,Home & Garden
CUST_00262,23,Other,34588,Central,2022-08-16,Food & Beverage
CUST_00263,57,F,56981,Central,2022-12-06,Food & Beverage
CUST_00264,33,F,90952,West,2022-12-08,Food & Beverage
CUST_00265,44,F,47566,East,2022-03-07,Clothing
CUST_00266,74,M,55229,South,2022-12-09,Food & Beverage
CUST_00267,32,M,34699,Central,2023-01-03,Beauty
CUST_00268,73,M,90703,South,2022-08-30,Clothing
CUST_00269,22,Other,36583,West,2022-05-25,Food & Beverage
CUST_00270,26,Other,67793,Central,2022-05-08,Sports
CUST_00271,24,Other,79993,East,2022-08-29,Electronics
CUST_00272,47,M,69800,East,2022-06-15,Clothing
CUST_00273,64,F,61816,South,2022-02-01,Food & Beverage
CUST_00274,59,M,56672,Central,2022-05-19,Clothing
CUST_00275,58,F,29403,North,2022-03-08,Electronics
CUST_00276,66,Other,89580,East,2022-10-11,Beauty
CUST_00277,65,M,60104,West,2022-05-07,Electronics
CUST_00278,26,M,55241,Central,2022-08-26,Food & Beverage
CUST_00279,62,F,33131,West,2022-02-27,Home & Garden
CUST_00280,21,F,56208,South,2022-03-11,Electronics
CUST_00281,24,F,53976,West,2023-02-01,Electronics
CUST_00282,70,M,90951,West,2022-01-07,Home & Garden
CUST_00283,50,M,55229,Central,2022-08-22,Beauty
CUST_00284,50,Other,55884,North,2022-12-25,Clothing
CUST_00285,41,M,33351,Central,2022-08-03,Food & Beverage
CUST_00286,28,M,40078,South,2022-04-20,Electronics
CUST_00287,43,Other,65224,West,2022-08-26,Sports
CUST_00288,37,Other,19266,Central,2022-09-23,Clothing
CUST_00289,28,Other,74914,West,2022-01-08,Home & Garden
CUST_00290,26,F,75517,East,2022-04-03,Sports
CUST_00291,65,F,38099,East,2022-04-12,Sports
CUST_00292,28,Other,61892,North,2022-08-10,Sports
CUST_00293,60,Other,80747,North,2022-09-29,Clothing
CUST_00294,61,Other,52355,South,2022-08-15,Food & Beverage
CUST_00295,58,Other,48618,North,2023-01-29,Clothing
CUST_00296,70,M,50958,South,2022-07-25,Sports
CUST_00297,20,M,60058,South,2022-11-15,Electronics
CUST_00298,42,F,42439,West,2022-06-13,Beauty
CUST_00299,62,Other,46960,West,2022-12-22,Food & Beverage
CUST_00300,27,M,60464,South,2022-10-01,Food & Beverage
CUST_00301,38,Other,45375,East,2023-01-20,Beauty
CUST_00302,56,F,31758,North,2022-03-21,Beauty
CUST_00303,37,M,17763,East,2022-07-07,Beauty
CUST_00304,54,Other,55618,South,2022-12-18,Home & Garden
CUST_00305,41,M,79284,Central,2022-07-26,Clothing
CUST_00306,55,Other,62919,South,2022-10-20,Food & Beverage
CUST_00307,72,M,32444,North,2022-08-16,Electronics
CUST_00308,62,M,39942,East,2022-12-28,Sports
CUST_00309,67,Other,48475,Central,2022-11-16,Food & Beverage
CUST_00310,18,F,91748,North,2022-03-23,Home & Garden
CUST_00311,43,Other,93101,East,2022-01-10,Beauty
CUST_00312,74,F,90074,East,2022-05-31,Sports
CUST_00313,71,Other,57621,West,2022-12-22,Home & Garden
CUST_00314,53,M,118577,Central,2022-05-08,Electronics
CUST_00315,50,F,40855,East,2022-08-21,Sports
CUST_00316,18,F,47763,North,2022-08-29,Electronics
CUST_00317,46,M,73172,Central,2022-07-07,Sports
CUST_00318,37,M,60572,East,2022-05-31,Sports
CUST_00319,61,M,61732,South,2022-02-22,Home & Garden
CUST_00320,35,Other,16261,West,2022-10-01,Food & Beverage
CUST_00321,19,M,35360,Central,2023-01-17,Home & Garden
CUST_00322,29,Other,53832,West,2022-02-09,Electronics
CUST_00323,51,F,41130,East,2022-12-19,Home & Garden
CUST_00324,45,F,28156,East,2022-03-22,Beauty
CUST_00325,45,M,43303,South,2022-07-28,Food & Beverage
CUST_00326,43,F,60577,West,2022-04-14,Food & Beverage
CUST_00327,18,Other,69486,West,2022-07-12,Sports
CUST_00328,31,M,17161,West,2022-09-19,Electronics
CUST_00329,68,F,54754,East,2022-02-14,Food & Beverage
CUST_00330,25,M,52932,West,2022-04-28,Sports
CUST_00331,35,M,59511,Central,2022-12-17,Home & Garden
CUST_00332,23,F,32778,North,2023-01-29,Clothing
CUST_00333,38,Other,33134,East,2023-01-17,Sports
CUST_00334,41,F,79899,West,2022-02-25,Electronics
CUST_00335,30,M,15000,East,2022-08-10,Sports
CUST_00336,64,M,38339,East,2022-12-05,Home & Garden
CUST_00337,40,Other,46832,West,2022-08-05,Electronics
CUST_00338,22,M,48765,Central,2022-04-12,Clothing
CUST_00339,24,Other,41480,South,2022-12-07,Food & Beverage
CUST_00340,47,Other,64578,North,2022-10-22,Sports
CUST_00341,66,F,62794,North,2022-05-29,Clothing
CUST_00342,24,M,52051,West,2022-11-01,Electronics
CUST_00343,20,Other,42556,South,2022-03-24,Home & Garden
CUST_00344,41,Other,50491,East,2022-02-18,Sports
CUST_00345,59,Other,56398,East,2022-02-10,Home & Garden
CUST_00346,28,F,39965,West,2022-12-05,Clothing
CUST_00347,55,F,66112,Central,2022-06-15,Clothing
CUST_00348,28,F,74748,South,2022-04-09,Sports
CUST_00349,25,Other,83726,South,2022-12-07,Electronics
CUST_00350,48,F,82269,West,2022-08-01,Food & Beverage
CUST_00351,36,Other,48642,East,2022-04-08,Electronics
CUST_00352,20,F,57385,East,2023-01-12,Sports
CUST_00353,18,Other,51677,West,2022-11-07,Clothing
CUST_00354,34,F,51606,Central,2022-07-16,Home & Garden
CUST_00355,40,F,50355,East,2022-08-03,Sports
CUST_00356,38,Other,55120,West,2022-02-22,Home & Garden
CUST_00357,28,F,78306,South,2023-01-16,Beauty
CUST_00358,65,M,61192,Central,2023-01-17,Home & Garden
CUST_00359,39,M,31983,West,2022-08-10,Electronics
CUST_00360,27,F,73806,West,2022-04-12,Beauty
CUST_00361,39,F,59232,West,2022-02-17,Beauty
CUST_00362,18,Other,64815,South,2022-05-09,Home & Garden
CUST_00363,22,M,60787,South,2022-07-06,Sports
CUST_00364,48,Other,61717,East,2022-08-01,Electronics
CUST_00365,65,F,62658,North,2023-01-31,Sports
CUST_00366,64,F,20531,North,2022-10-24,Beauty
CUST_00367,65,M,64551,West,2022-03-03,Beauty
CUST_00368,56,M,40758,North,2022-05-17,Home & Garden
CUST_00369,71,F,45319,East,2022-05-17,Sports
CUST_00370,55,Other,54962,West,2022-09-07,Beauty
CUST_00371,54,M,87337,East,2022-11-14,Beauty
CUST_00372,30,Other,34953,West,2023-01-05,Food & Beverage
CUST_00373,34,Other,54288,West,2022-09-13,Sports
CUST_00374,49,M,49883,Central,2023-02-02,Electronics
CUST_00375,68,M,73487,East,2022-01-25,Clothing
CUST_00376,63,Other,49344,North,2022-02-21,Home & Garden
CUST_00377,62,M,59462,North,2022-09-10,Home & Garden
CUST_00378,26,M,35006,East,2023-01-04,Electronics
CUST_00379,41,M,77094,East,2022-10-18,Electronics
CUST_00380,35,F,26663,East,2022-09-21,Food & Beverage
CUST_00381,22,F,64267,South,2022-07-09,Clothing
CUST_00382,47,Other,59590,West,2022-05-18,Sports
CUST_00383,23,Other,62488,South,2022-09-29,Clothing
CUST_00384,51,M,26915,North,2022-01-17,Sports
CUST_00385,34,F,48948,Central,2022-12-23,Beauty
CUST_00386,60,M,72411,West,2022-09-21,Sports
CUST_00387,38,M,90887,South,2023-01-15,Home & Garden
CUST_00388,59,Other,52805,East,2022-10-23,Home & Garden
CUST_00389,68,F,70336,North,2022-08-13,Home & Garden
CUST_00390,51,F,57615,Central,2022-07-23,Clothing
CUST_00391,36,M,53814,West,2022-06-17,Food & Beverage
CUST_00392,40,Other,46711,East,2022-05-17,Beauty
CUST_00393,44,F,55060,East,2022-06-26,Home & Garden
CUST_00394,65,F,68402,South,2022-02-06,Home & Garden
CUST_00395,25,F,70125,North,2022-09-20,Clothing
CUST_00396,35,F,30304,Central,2022-01-08,Food & Beverage
CUST_00397,63,Other,44985,East,2022-03-21,Beauty
CUST_00398,71,F,34099,North,2022-12-11,Beauty
CUST_00399,70,F,56043,East,2022-09-25,Electronics
CUST_00400,67,Other,48263,North,2022-04-21,Sports
CUST_00401,33,Other,61798,West,2022-04-24,Food & Beverage
CUST_00402,70,M,63197,Central,2022-12-31,Food & Beverage
CUST_00403,72,M,15000,South,2022-08-05,Sports
CUST_00404,61,F,15000,South,2023-01-17,Beauty
CUST_00405,60,M,54907,North,2022-04-13,Food & Beverage
CUST_00406,21,F,78753,North,2022-05-09,Sports
CUST_00407,47,F,44993,South,2022-06-09,Electronics
CUST_00408,49,F,44442,East,2022-01-10,Beauty
CUST_00409,57,F,74723,South,2022-12-17,Clothing
CUST_00410,38,M,71114,Central,2022-06-27,Food & Beverage
CUST_00411,66,Other,35904,Central,2022-12-08,Food & Beverage
CUST_00412,66,M,68971,East,2022-08-06,Home & Garden
CUST_00413,43,F,39754,East,2022-09-10,Electronics
CUST_00414,64,F,44247,North,2022-04-08,Clothing
CUST_00415,72,M,35887,West,2023-01-05,Sports
CUST_00416,71,F,30165,North,2023-01-27,Home & Garden
CUST_00417,74,M,57193,East,2022-11-02,Sports
CUST_00418,23,M,27454,West,2022-07-12,Food & Beverage
CUST_00419,57,Other,57997,East,2022-04-07,Sports
CUST_00420,54,F,57367,East,2022-04-26,Electronics
CUST_00421,44,Other,51926,South,2022-08-23,Home & Garden
CUST_00422,34,M,45871,Central,2022-03-29,Sports
CUST_00423,34,F,42113,Central,2022-12-11,Clothing
CUST_00424,38,Other,33561,North,2022-01-04,Beauty
CUST_00425,43,F,83903,East,2022-11-16,Beauty
CUST_00426,31,F,51062,North,2022-02-25,Clothing
CUST_00427,52,M,50414,North,2022-02-16,Food & Beverage
CUST_00428,43,F,36742,North,2023-02-04,Electronics
CUST_00429,71,M,81380,Central,2022-03-03,Clothing
CUST_00430,40,F,43268,West,2022-09-05,Food & Beverage
CUST_00431,34,Other,59875,Central,2023-01-28,Home & Garden
CUST_00432,71,Other,63652,South,2022-02-25,Home & Garden
CUST_00433,32,Other,57208,North,2022-04-19,Home & Garden
CUST_00434,30,Other,27038,West,2022-09-23,Food & Beverage
CUST_00435,58,M,68065,East,2022-11-30,Clothing
CUST_00436,26,F,43078,West,2022-06-19,Clothing
CUST_00437,31,F,70899,North,2022-07-20,Beauty
CUST_00438,63,F,41879,Central,2022-09-19,Beauty
CUST_00439,19,F,53658,North,2023-02-04,Home & Garden
CUST_00440,24,F,64891,South,2022-02-08,Electronics
CUST_00441,24,F,79839,North,2023-01-26,Beauty
CUST_00442,34,M,67282,Central,2022-07-04,Electronics
CUST_00443,29,M,65393,East,2022-01-21,Clothing
CUST_00444,61,M,69014,Central,2022-05-22,Clothing
CUST_00445,56,M,39108,Central,2022-11-29,Clothing
CUST_00446,71,Other,71804,South,2022-06-16,Clothing
CUST_00447,31,F,49567,South,2022-10-27,Sports
CUST_00448,27,M,50191,East,2022-07-16,Clothing
CUST_00449,33,M,56580,Central,2022-02-27,Food & Beverage
CUST_00450,70,M,47775,North,2022-02-08,Beauty
CUST_00451,35,M,35227,South,2022-08-02,Electronics
CUST_00452,47,F,55062,South,2022-01-22,Sports
CUST_00453,22,F,50283,North,2022-06-24,Clothing
CUST_00454,23,F,49597,North,2022-01-14,Clothing
CUST_00455,60,Other,53031,West,2022-11-26,Sports
CUST_00456,19,M,15000,North,2022-02-28,Home & Garden
CUST_00457,33,F,49739,East,2022-11-26,Sports
CUST_00458,43,Other,82634,North,2022-11-24,Home & Garden
CUST_00459,42,Other,80769,South,2022-06-07,Sports
CUST_00460,51,M,55745,Central,2022-04-13,Food & Beverage
CUST_00461,29,F,55076,North,2022-07-21,Electronics
CUST_00462,58,F,15000,West,2022-07-05,Home & Garden
CUST_00463,41,Other,44137,North,2022-03-29,Home & Garden
CUST_00464,54,Other,68802,West,2022-10-28,Electronics
CUST_00465,61,M,47315,East,2022-02-04,Sports
CUST_00466,27,M,75604,North,2022-03-12,Clothing
CUST_00467,21,F,74253,Central,2022-06-09,Beauty
CUST_00468,66,Other,43770,Central,2022-02-24,Beauty
CUST_00469,28,F,57212,West,2022-06-29,Sports
CUST_00470,28,Other,84459,East,2022-12-17,Home & Garden
CUST_00471,72,Other,26646,Central,2022-12-16,Home & Garden
CUST_00472,53,M,47735,North,2022-03-30,Beauty
CUST_00473,71,Other,24853,Central,2022-04-26,Beauty
CUST_00474,18,M,37783,West,2022-08-15,Home & Garden
CUST_00475,39,M,91035,West,2022-11-28,Food & Beverage
CUST_00476,44,F,47728,West,2022-01-11,Home & Garden
CUST_00477,71,Other,16837,North,2022-08-29,Food & Beverage
CUST_00478,53,F,35043,East,2022-04-15,Beauty
