customer_id,age,gender,income,region,last_order_date,days_since_last_order,churn,frequency,monetary
CUST_00091,72,Other,15000,North,2024-12-21,-81,0,36,30910.54
CUST_00092,31,Other,69989,Central,2024-11-06,-36,0,23,17302.02
CUST_00093,73,Other,58956,East,2024-12-22,-82,0,32,23956.81
CUST_00094,66,M,81554,East,2024-12-29,-89,0,40,24278.43
CUST_00095,43,F,39611,West,2024-12-28,-88,0,46,33725.2
CUST_00096,24,Other,53038,East,2024-12-11,-71,0,43,31901.68
CUST_00097,48,F,56843,North,2024-12-17,-77,0,32,22119.44
CUST_00098,22,F,43112,Central,2024-12-21,-81,0,33,31611.31
CUST_00099,64,M,37237,North,2024-12-18,-78,0,37,29895.32
CUST_00100,18,M,71072,Central,2024-12-28,-88,0,38,29920.2
CUST_00101,47,M,27356,East,2024-12-26,-86,0,43,32120.9
CUST_00102,47,M,34189,East,2024-12-21,-81,0,37,30426.94
CUST_00103,18,M,52378,West,2024-12-26,-86,0,46,35000.32
CUST_00104,44,Other,73566,East,2024-12-16,-76,0,32,18917.7
CUST_00105,39,Other,44322,Central,2024-12-28,-88,0,36,28006.07
CUST_00106,39,Other,41914,Central,2024-12-13,-73,0,28,25845.010000000002
CUST_00107,48,Other,51215,North,2024-12-07,-67,0,32,18925.76
CUST_00108,67,F,62238,North,2024-12-27,-87,0,46,32748.34
CUST_00109,32,Other,48144,Central,2024-12-30,-90,0,32,24213.170000000002
CUST_00110,41,F,76344,East,2024-12-19,-79,0,29,27334.97
CUST_00111,32,M,77292,East,2024-12-14,-74,0,25,24022.73
CUST_00112,27,Other,52377,East,2024-12-22,-82,0,30,23539.16
CUST_00113,57,F,94020,East,2024-12-12,-72,0,35,24972.6
CUST_00114,25,M,56388,West,2024-12-18,-78,0,30,27357.81
CUST_00115,72,M,76525,North,2024-12-17,-77,0,29,20525.79
CUST_00116,53,M,61661,East,2024-12-12,-72,0,39,28631.22
CUST_00117,40,Other,61278,West,2024-12-30,-90,0,29,27900.03
CUST_00118,26,Other,23209,West,2024-12-28,-88,0,35,26315.350000000002
CUST_00119,72,M,32652,North,2024-12-29,-89,0,49,33397.38
CUST_00120,70,Other,49136,South,2024-12-24,-84,0,43,32697.21
CUST_00121,45,M,77120,East,2024-11-04,-34,0,26,18477.18
CUST_00122,23,Other,61954,South,2024-12-29,-89,0,33,28635.69
CUST_00123,51,M,49313,North,2024-12-11,-71,0,31,23510.89
CUST_00124,51,F,67383,North,2024-11-26,-56,0,22,21875.02
CUST_00125,32,M,76277,South,2024-12-28,-88,0,39,31600.129999999997
CUST_00126,29,M,55127,East,2024-12-20,-80,0,33,30005.3
CUST_00127,48,F,59462,Central,2024-12-28,-88,0,34,25973.21
CUST_00128,64,M,56830,South,2024-12-05,-65,0,32,24363.87
CUST_00129,25,M,53864,West,2024-10-30,-29,0,41,28864.42
CUST_00130,59,M,39410,East,2024-12-15,-75,0,32,23933.75
CUST_00131,32,Other,37969,South,2024-12-28,-88,0,28,23808.14
CUST_00132,39,M,67250,North,2024-12-20,-80,0,40,33692.97
CUST_00133,21,M,76706,West,2024-12-12,-72,0,39,28196.22
CUST_00134,64,M,49275,West,2024-11-23,-53,0,32,18321.98
CUST_00135,50,F,48827,South,2024-12-09,-69,0,32,25837.04
CUST_00136,59,M,18372,South,2024-12-17,-77,0,44,33090.79
CUST_00137,69,F,15184,East,2024-12-14,-74,0,41,38542.31
CUST_00138,58,F,82277,East,2024-12-28,-88,0,47,36392.29
CUST_00139,58,Other,40610,West,2024-12-21,-81,0,41,32158.52
CUST_00140,56,Other,15000,East,2024-12-08,-68,0,30,23680.62
CUST_00141,46,M,103408,East,2024-12-18,-78,0,37,29293.8
CUST_00142,43,Other,43809,East,2024-11-24,-54,0,47,37942.75
CUST_00143,61,M,23781,Central,2024-12-30,-90,0,37,27354.43
CUST_00144,60,F,56990,East,2024-12-26,-86,0,39,30852.45
CUST_00145,37,Other,70816,Central,2024-12-27,-87,0,41,30260.64
CUST_00146,61,F,68367,Central,2024-12-29,-89,0,35,23941.15
CUST_00147,58,F,72956,North,2024-12-26,-86,0,45,40507.23
CUST_00148,70,F,35597,North,2024-12-30,-90,0,34,26304.97
CUST_00149,29,Other,81716,South,2024-12-22,-82,0,31,21465.29
CUST_00150,55,F,83076,North,2024-12-30,-90,0,31,24020.93
CUST_00151,66,F,84101,Central,2024-12-29,-89,0,32,27900.09
CUST_00152,65,Other,60165,North,2024-12-29,-89,0,42,29903.16
CUST_00153,45,F,47765,Central,2024-10-16,-15,0,29,30034.13
CUST_00154,35,Other,46029,West,2024-12-24,-84,0,35,23954.4
CUST_00155,71,F,23685,East,2024-12-06,-66,0,26,19044.1
CUST_00156,28,M,44225,South,2024-12-05,-65,0,26,13443.34
CUST_00157,74,Other,15000,West,2024-12-17,-77,0,32,24510.12
CUST_00158,18,Other,21271,South,2024-12-22,-82,0,30,23578.2
CUST_00159,65,Other,59953,East,2024-12-10,-70,0,38,37686.57
CUST_00160,49,Other,49932,North,2024-12-28,-88,0,30,21430.89
CUST_00161,63,F,59068,South,2024-12-21,-81,0,28,24565.09
CUST_00162,59,Other,69137,Central,2024-12-29,-89,0,32,25141.02
CUST_00163,68,F,62701,West,2024-12-29,-89,0,32,26082.06
CUST_00164,36,F,60928,South,2024-12-28,-88,0,41,31285.39
CUST_00165,57,F,53258,South,2024-11-23,-53,0,35,21086.7
CUST_00166,42,M,39929,East,2024-12-28,-88,0,36,26162.03
CUST_00167,24,Other,30111,Central,2024-12-23,-83,0,31,22079.75
CUST_00168,51,M,44725,South,2024-11-04,-34,0,30,21280.76
CUST_00169,47,F,53586,South,2024-12-30,-90,0,40,33578.61
CUST_00170,74,M,56023,North,2024-12-27,-87,0,34,22726.08
CUST_00171,40,M,73004,West,2024-12-29,-89,0,34,29348.84
CUST_00172,36,M,51807,West,2024-12-15,-75,0,44,31525.12
CUST_00173,52,Other,65969,Central,2024-12-27,-87,0,38,28763.83
CUST_00174,41,Other,26037,West,2024-12-17,-77,0,30,21292.12
CUST_00175,50,F,60241,South,2024-12-15,-75,0,41,32363.33
CUST_00176,27,Other,58797,North,2024-12-12,-72,0,32,25299.56
CUST_00177,58,F,81724,South,2024-12-29,-89,0,38,38054.4
CUST_00178,68,Other,49950,Central,2024-12-27,-87,0,29,24934.07
CUST_00179,55,M,15000,Central,2024-12-28,-88,0,30,22893.42
CUST_00180,34,M,49124,West,2024-12-08,-68,0,42,30867.059999999998
CUST_00181,44,F,69288,Central,2024-12-09,-69,0,24,20003.04
CUST_00182,46,Other,31468,East,2024-12-02,-62,0,46,37969.46
CUST_00183,55,Other,59709,Central,2024-12-12,-72,0,33,29820.57
CUST_00184,41,Other,30553,West,2024-12-16,-76,0,34,26171.21
CUST_00185,26,Other,91426,West,2024-12-07,-67,0,39,28666.77
CUST_00186,73,F,46522,South,2024-12-21,-81,0,33,23202.26
CUST_00187,18,F,29379,Central,2024-12-30,-90,0,33,26708.28
CUST_00188,46,Other,44588,South,2024-12-10,-70,0,28,18930.3
CUST_00189,67,F,59833,North,2024-12-14,-74,0,35,30205.52
CUST_00190,36,F,65308,South,2024-12-17,-77,0,37,27630.87
CUST_00191,22,F,80489,East,2024-12-29,-89,0,32,25358.43
CUST_00192,30,M,42268,South,2024-12-03,-63,0,35,20588.02
CUST_00193,33,M,70259,West,2024-11-24,-54,0,38,29048.91
CUST_00194,31,M,21288,South,2024-12-28,-88,0,37,22073.9
CUST_00195,72,F,34314,West,2024-12-06,-66,0,36,27601.989999999998
CUST_00196,71,Other,26525,West,2024-12-26,-86,0,43,36318.63
CUST_00197,55,M,38868,South,2024-12-29,-89,0,24,19285.84
CUST_00198,60,F,69276,Central,2024-12-03,-63,0,24,22755.940000000002
CUST_00199,39,M,42720,Central,2024-11-17,-47,0,33,20633.76
CUST_00200,23,F,46187,North,2024-12-30,-90,0,34,23355.73
CUST_00201,43,F,60378,West,2024-12-11,-71,0,22,17205.56
CUST_00202,32,Other,64423,Central,2024-11-30,-60,0,37,24050.89
CUST_00203,61,M,46767,West,2024-12-05,-65,0,42,37142.64
CUST_00204,52,F,34188,West,2024-12-21,-81,0,38,28664.0
CUST_00205,41,M,87219,West,2024-12-17,-77,0,39,28518.31
CUST_00206,62,Other,46895,West,2024-11-17,-47,0,31,26033.9
CUST_00207,58,M,48790,West,2024-12-22,-82,0,40,30820.68
CUST_00208,24,Other,51202,Central,2024-12-20,-80,0,36,31795.35
CUST_00209,67,F,66591,Central,2024-12-12,-72,0,37,21311.3
CUST_00210,56,Other,25112,North,2024-12-19,-79,0,36,27740.57
CUST_00211,42,Other,96054,West,2024-12-07,-67,0,39,31729.25
CUST_00212,54,F,48253,South,2024-12-30,-90,0,38,28308.82
CUST_00213,48,F,67305,West,2024-12-26,-86,0,26,15058.220000000001
CUST_00214,28,M,29584,West,2024-12-29,-89,0,42,29358.239999999998
CUST_00215,59,F,58288,West,2024-12-23,-83,0,35,29478.77
CUST_00216,46,F,91957,East,2024-12-17,-77,0,44,26901.12
CUST_00217,37,F,88358,North,2024-12-22,-82,0,31,20504.44
CUST_00218,22,Other,66745,North,2024-12-16,-76,0,41,30797.85
CUST_00219,49,M,37619,North,2024-12-21,-81,0,44,33635.61
CUST_00220,72,M,79250,North,2024-12-16,-76,0,30,24727.82
CUST_00221,43,M,21161,North,2024-12-27,-87,0,30,21393.07
CUST_00222,72,M,36952,South,2024-11-01,-31,0,30,20144.29
CUST_00223,73,F,53368,North,2024-12-15,-75,0,27,18896.74
CUST_00224,40,M,22687,West,2024-12-15,-75,0,30,20466.21
CUST_00225,68,F,44546,East,2024-12-16,-76,0,33,30627.15
CUST_00226,74,Other,70697,Central,2024-12-29,-89,0,45,32578.25
CUST_00227,53,Other,40723,North,2024-12-30,-90,0,44,33439.23
CUST_00228,66,F,71716,North,2024-12-12,-72,0,29,22622.09
CUST_00229,28,M,102652,East,2024-12-17,-77,0,36,22502.8
CUST_00230,21,Other,62754,West,2024-12-05,-65,0,28,19478.27
CUST_00231,51,Other,71336,South,2024-11-09,-39,0,34,15986.58
CUST_00232,67,Other,80035,South,2024-12-28,-88,0,30,24140.34
CUST_00233,51,Other,46292,East,2024-12-27,-87,0,39,35616.51
CUST_00234,44,Other,70816,North,2024-12-15,-75,0,40,29450.35
CUST_00235,36,M,45823,East,2024-12-30,-90,0,30,17767.19
CUST_00236,36,F,61282,East,2024-12-29,-89,0,32,24314.14
CUST_00237,71,Other,74041,East,2024-12-28,-88,0,42,33139.15
CUST_00238,71,F,38466,West,2024-12-30,-90,0,33,27410.77
CUST_00239,34,F,15000,East,2024-12-27,-87,0,27,17686.61
CUST_00240,50,F,36697,South,2024-12-28,-88,0,39,28883.739999999998
CUST_00241,33,M,77259,Central,2024-12-29,-89,0,36,29936.69
CUST_00242,20,F,34384,Central,2024-11-30,-60,0,37,29509.66
CUST_00243,54,F,75983,West,2024-12-17,-77,0,46,31712.81
CUST_00244,69,Other,36789,Central,2024-12-28,-88,0,30,22596.02
CUST_00245,73,F,50569,South,2024-12-27,-87,0,36,26448.02
CUST_00246,31,F,54727,West,2024-12-08,-68,0,39,33406.74
CUST_00247,34,F,34298,Central,2024-12-29,-89,0,44,36483.31
CUST_00248,27,Other,50786,West,2024-12-30,-90,0,45,32279.27
CUST_00249,33,M,23730,West,2024-10-24,-23,0,33,29427.989999999998
CUST_00250,41,M,47981,West,2024-12-29,-89,0,45,36623.81
CUST_00251,44,F,53076,East,2024-12-16,-76,0,36,22794.48
CUST_00252,31,F,15000,Central,2024-12-30,-90,0,39,31728.36
CUST_00253,70,F,36542,Central,2024-12-04,-64,0,36,27217.05
CUST_00254,37,Other,60652,South,2024-12-06,-66,0,36,25940.42
CUST_00255,32,M,32197,West,2024-12-23,-83,0,47,34691.81
CUST_00256,46,Other,63956,South,2024-12-04,-64,0,32,23301.16
CUST_00257,28,F,65975,West,2024-12-19,-79,0,32,28671.56
CUST_00258,36,M,60563,North,2024-12-05,-65,0,44,37117.05
CUST_00259,23,M,70555,West,2024-12-09,-69,0,33,24827.93
CUST_00260,64,M,22603,East,2024-12-22,-82,0,34,22984.71
CUST_00261,58,Other,75035,East,2024-12-21,-81,0,37,27032.35
CUST_00262,23,Other,34588,Central,2024-12-23,-83,0,32,27318.93
CUST_00263,57,F,56981,Central,2024-12-18,-78,0,36,22824.69
CUST_00264,33,F,90952,West,2024-12-07,-67,0,37,31175.93
CUST_00265,44,F,47566,East,2024-12-30,-90,0,40,28867.13
CUST_00266,74,M,55229,South,2024-11-23,-53,0,41,24561.8
CUST_00267,32,M,34699,Central,2024-12-27,-87,0,49,34760.85
CUST_00268,73,M,90703,South,2024-11-30,-60,0,26,17657.22
CUST_00269,22,Other,36583,West,2024-12-29,-89,0,37,24310.65
CUST_00270,26,Other,67793,Central,2024-12-28,-88,0,38,35077.64
CUST_00271,24,Other,79993,East,2024-12-15,-75,0,40,27749.739999999998
CUST_00272,47,M,69800,East,2024-12-07,-67,0,47,39921.83
CUST_00273,64,F,61816,South,2024-12-29,-89,0,36,29425.16
CUST_00274,59,M,56672,Central,2024-12-27,-87,0,42,35251.76
CUST_00275,58,F,29403,North,2024-11-29,-59,0,41,26488.44
CUST_00276,66,Other,89580,East,2024-12-19,-79,0,54,41890.81
CUST_00277,65,M,60104,West,2024-12-26,-86,0,45,35218.659999999996
CUST_00278,26,M,55241,Central,2024-12-30,-90,0,36,32212.75
CUST_00279,62,F,33131,West,2024-12-19,-79,0,36,31043.55
CUST_00280,21,F,56208,South,2024-12-26,-86,0,37,21226.17
CUST_00281,24,F,53976,West,2024-12-20,-80,0,50,41703.62
CUST_00282,70,M,90951,West,2024-12-21,-81,0,40,23442.96
CUST_00283,50,M,55229,Central,2024-12-29,-89,0,29,25851.96
CUST_00284,50,Other,55884,North,2024-11-23,-53,0,27,20409.829999999998
CUST_00285,41,M,33351,Central,2024-12-16,-76,0,39,27476.54
CUST_00286,28,M,40078,South,2024-12-20,-80,0,31,21557.88
CUST_00287,43,Other,65224,West,2024-12-24,-84,0,37,26975.1
CUST_00288,37,Other,19266,Central,2024-11-22,-52,0,35,28719.7
CUST_00289,28,Other,74914,West,2024-12-20,-80,0,27,24185.05
CUST_00290,26,F,75517,East,2024-12-07,-67,0,46,33069.41
CUST_00291,65,F,38099,East,2024-12-18,-78,0,32,25678.55
CUST_00292,28,Other,61892,North,2024-12-23,-83,0,37,27475.84
CUST_00293,60,Other,80747,North,2024-12-25,-85,0,32,25058.08
CUST_00294,61,Other,52355,South,2024-11-08,-38,0,34,31488.78
CUST_00295,58,Other,48618,North,2024-12-30,-90,0,36,30309.17
CUST_00296,70,M,50958,South,2024-12-20,-80,0,34,25555.38
CUST_00297,20,M,60058,South,2024-12-30,-90,0,32,23097.78
CUST_00298,42,F,42439,West,2024-12-12,-72,0,41,33545.58
CUST_00299,62,Other,46960,West,2024-12-30,-90,0,45,32141.53
CUST_00300,27,M,60464,South,2024-12-26,-86,0,26,19730.64
CUST_00301,38,Other,45375,East,2024-12-28,-88,0,33,31951.36
CUST_00302,56,F,31758,North,2024-12-20,-80,0,38,23463.02
CUST_00303,37,M,17763,East,2024-12-14,-74,0,35,24353.510000000002
CUST_00304,54,Other,55618,South,2024-12-28,-88,0,36,23210.7
CUST_00305,41,M,79284,Central,2024-12-17,-77,0,42,36472.45
CUST_00306,55,Other,62919,South,2024-12-26,-86,0,43,34187.07
CUST_00307,72,M,32444,North,2024-12-01,-61,0,31,23996.51
CUST_00308,62,M,39942,East,2024-12-05,-65,0,39,28997.98
CUST_00309,67,Other,48475,Central,2024-12-09,-69,0,42,29261.64
CUST_00310,18,F,91748,North,2024-12-19,-79,0,32,25607.16
CUST_00311,43,Other,93101,East,2024-12-28,-88,0,29,21719.18
CUST_00312,74,F,90074,East,2024-12-09,-69,0,35,26372.1
CUST_00313,71,Other,57621,West,2024-12-23,-83,0,38,27502.739999999998
CUST_00314,53,M,118577,Central,2024-12-28,-88,0,26,18908.78
CUST_00315,50,F,40855,East,2024-12-23,-83,0,44,26732.67
CUST_00316,18,F,47763,North,2024-12-28,-88,0,33,26128.63
CUST_00317,46,M,73172,Central,2024-12-29,-89,0,26,17622.9
CUST_00318,37,M,60572,East,2024-11-05,-35,0,38,33043.62
CUST_00319,61,M,61732,South,2024-12-19,-79,0,31,17191.15
CUST_00320,35,Other,16261,West,2024-12-28,-88,0,36,27324.62
CUST_00321,19,M,35360,Central,2024-12-05,-65,0,38,26209.02
CUST_00322,29,Other,53832,West,2024-12-18,-78,0,32,24338.53
CUST_00323,51,F,41130,East,2024-12-26,-86,0,29,24961.15
CUST_00324,45,F,28156,East,2024-12-21,-81,0,39,30255.02
CUST_00325,45,M,43303,South,2024-12-30,-90,0,38,24750.87
CUST_00326,43,F,60577,West,2024-11-22,-52,0,38,31259.73
CUST_00327,18,Other,69486,West,2024-12-14,-74,0,41,30867.7
CUST_00328,31,M,17161,West,2024-12-22,-82,0,40,39404.590000000004
CUST_00329,68,F,54754,East,2024-12-08,-68,0,41,36114.03
CUST_00330,25,M,52932,West,2024-12-20,-80,0,43,29559.690000000002
CUST_00331,35,M,59511,Central,2024-11-09,-39,0,30,18840.13
CUST_00332,23,F,32778,North,2024-12-23,-83,0,40,29874.5
CUST_00333,38,Other,33134,East,2024-12-28,-88,0,31,23924.11
CUST_00334,41,F,79899,West,2024-12-29,-89,0,38,29696.86
CUST_00335,30,M,15000,East,2024-11-09,-39,0,38,26803.44
CUST_00336,64,M,38339,East,2024-12-25,-85,0,39,25382.78
CUST_00337,40,Other,46832,West,2024-12-25,-85,0,44,37222.840000000004
CUST_00338,22,M,48765,Central,2024-12-21,-81,0,42,30637.63
CUST_00339,24,Other,41480,South,2024-12-17,-77,0,33,24871.170000000002
CUST_00340,47,Other,64578,North,2024-12-29,-89,0,50,41753.96
CUST_00341,66,F,62794,North,2024-12-19,-79,0,35,25429.3
CUST_00342,24,M,52051,West,2024-12-26,-86,0,46,30000.64
CUST_00343,20,Other,42556,South,2024-12-21,-81,0,37,29222.14
CUST_00344,41,Other,50491,East,2024-12-28,-88,0,49,39130.58
CUST_00345,59,Other,56398,East,2024-12-03,-63,0,23,17999.1
CUST_00346,28,F,39965,West,2024-12-15,-75,0,30,25677.87
CUST_00347,55,F,66112,Central,2024-12-26,-86,0,39,21499.77
CUST_00348,28,F,74748,South,2024-11-10,-40,0,41,30415.47
CUST_00349,25,Other,83726,South,2024-12-28,-88,0,34,21282.44
CUST_00350,48,F,82269,West,2024-12-30,-90,0,30,19763.22
CUST_00351,36,Other,48642,East,2024-12-21,-81,0,32,26302.8
CUST_00352,20,F,57385,East,2024-12-25,-85,0,45,28701.25
CUST_00353,18,Other,51677,West,2024-12-10,-70,0,37,23892.67
CUST_00354,34,F,51606,Central,2024-12-03,-63,0,41,31592.54
CUST_00355,40,F,50355,East,2024-12-17,-77,0,39,27782.4
CUST_00356,38,Other,55120,West,2024-12-08,-68,0,35,24811.91
CUST_00357,28,F,78306,South,2024-11-28,-58,0,39,33684.46
CUST_00358,65,M,61192,Central,2024-12-23,-83,0,46,43181.49
CUST_00359,39,M,31983,West,2024-12-27,-87,0,42,29146.5
CUST_00360,27,F,73806,West,2024-12-19,-79,0,39,26177.9
CUST_00361,39,F,59232,West,2024-12-15,-75,0,30,24411.49
CUST_00362,18,Other,64815,South,2024-12-28,-88,0,30,20708.08
CUST_00363,22,M,60787,South,2024-12-21,-81,0,26,17818.46
CUST_00364,48,Other,61717,East,2024-12-25,-85,0,32,23631.760000000002
CUST_00365,65,F,62658,North,2024-11-05,-35,0,24,19239.23
CUST_00366,64,F,20531,North,2024-12-27,-87,0,45,29372.41
CUST_00367,65,M,64551,West,2024-12-21,-81,0,37,35516.31
CUST_00368,56,M,40758,North,2024-12-26,-86,0,29,18800.32
CUST_00369,71,F,45319,East,2024-12-17,-77,0,36,25133.809999999998
CUST_00370,55,Other,54962,West,2024-12-19,-79,0,28,19496.13
CUST_00371,54,M,87337,East,2024-12-20,-80,0,43,25530.52
CUST_00372,30,Other,34953,West,2024-12-22,-82,0,31,24572.01
CUST_00373,34,Other,54288,West,2024-12-29,-89,0,33,27828.059999999998
CUST_00374,49,M,49883,Central,2024-12-29,-89,0,35,22636.08
CUST_00375,68,M,73487,East,2024-12-23,-83,0,40,27804.43
CUST_00376,63,Other,49344,North,2024-12-29,-89,0,32,24336.2
CUST_00377,62,M,59462,North,2024-12-17,-77,0,29,15211.449999999999
CUST_00378,26,M,35006,East,2024-12-30,-90,0,29,22403.17
CUST_00379,41,M,77094,East,2024-12-16,-76,0,34,30143.79
CUST_00380,35,F,26663,East,2024-12-23,-83,0,36,27105.82
CUST_00381,22,F,64267,South,2024-12-14,-74,0,51,39071.03
CUST_00382,47,Other,59590,West,2024-12-20,-80,0,46,42459.56
CUST_00383,23,Other,62488,South,2024-12-01,-61,0,46,33168.17
CUST_00384,51,M,26915,North,2024-12-24,-84,0,33,26311.94
CUST_00385,34,F,48948,Central,2024-12-15,-75,0,32,23632.46
CUST_00386,60,M,72411,West,2024-12-23,-83,0,37,32696.5
CUST_00387,38,M,90887,South,2024-12-23,-83,0,33,22408.03
CUST_00388,59,Other,52805,East,2024-11-23,-53,0,35,23406.760000000002
CUST_00389,68,F,70336,North,2024-12-25,-85,0,34,15335.11
